source_id,post_id,tweeted_at,longitude,latitude,lonlat,geo_0,geo_1,geo_2,geo_3,place_id,place_name,place_category_1,place_category_2,place_category_3,user_id,user_screen_name,user_lang,gender,nationality,text,text_lang,trimmed_text,trimmed_text2,text_status,url,image_url,created_at,updated_at,living_pref,living_city,working_pref,working_city,media_id,hour,city_code,pref_code
3,1465273267661459460,2021-11-29 19:55:45+09,135.80209,34.652133,0101000020E61000005BCEA5B8AAF9604039D2191879534140,奈良県,大和郡山市,,,581c16cf556cad37eb9fe499,サーティワン アイスクリーム イオンモール大和郡山店,飲食,喫茶・軽食・デザート,アイスクリームショップ,110708439,hoeenet,,,JP,"I'm at サーティワン アイスクリーム イオンモール大和郡山店 in 大和郡山市, 奈良県 https://t.co/MRYT6kOR6F",,,"['サーティワン', 'アイスクリーム', 'イオンモール大和郡山']",0,https://www.swarmapp.com/c/iZ7RAsPeXJq,,2021-11-29 20:45:04,2021-11-29 20:45:04,奈良県,奈良市,奈良県,奈良市,2,19,29203.0,29.0
3,1465273256978620422,2021-11-29 19:55:42+09,139.77452073,35.70687791,0101000020E610000092ADB2DFC878614080DBB0F97ADA4140,東京都,台東区,,,5048a683e4b0d14d96328177,3-4番線ホーム,交通施設,駅,プラットホーム,572350830,kurihara_chiaki,,,JP,"I'm at 3-4番線ホーム - @jreast_official in 台東区, 東京都 https://t.co/ma7qWfFsOu",,,"['3', '-4', '番線', 'ホーム', 'jreast', 'official', '台']",0,https://www.swarmapp.com/c/j7hvodwE2Kq,,2021-11-29 20:45:04,2021-11-29 20:45:04,埼玉県,さいたま市 南区,東京都,港区,2,19,13106.0,13.0
3,1465273258677317640,2021-11-29 19:55:42+09,141.27203062,38.44671899,0101000020E6100000240D8F79B4A86140AD467E162E394340,宮城県,石巻市,,,4cd4c5d667c7236a8e600f77,マクドナルド 石巻蛇田店,飲食,ファーストフード,ファーストフード店,104131488,battleheater,,,JP,"I'm at マクドナルド - @mcdonaldsjapan in 石巻市, 宮城県 https://t.co/pnYtrZLYLw",,,"['マクドナルド', 'mcdonaldsjapan']",0,https://www.swarmapp.com/c/hzhpA76O7PO,,2021-11-29 20:45:04,2021-11-29 20:45:04,東京都,千代田区,東京都,千代田区,2,19,4202.0,4.0
3,1465273234543288329,2021-11-29 19:55:37+09,135.80163462,34.65059117,0101000020E6100000B987A5FDA6F96040B21B4B9246534140,奈良県,大和郡山市,,,4cf09f0212e78eec06ed5347,カプリチョーザ イオンモール大和郡山店,飲食,西洋料理店,ピザハウス,110708439,hoeenet,,,JP,"I'm at カプリチョーザ イオンモール大和郡山店 in 大和郡山市, 奈良県 https://t.co/1bkrVtB6L0",,,"['カプリチョーザ', 'イオンモール大和郡山']",0,https://www.swarmapp.com/c/2M9Y7UQKl6Y,,2021-11-29 20:45:04,2021-11-29 20:45:04,奈良県,奈良市,奈良県,奈良市,2,19,29203.0,29.0
3,1465273231858880518,2021-11-29 19:55:36+09,139.76627,35.680424,0101000020E6100000FDBCA94885786140EEB4352218D74140,東京都,千代田区,,,5f746ccd7cfebb25949ae2ac,Hanagataya東京南通路店,飲食,その他飲食店,惣菜 / 弁当,97877512,SOCIO13385,,,JP,"崎陽軒のシウマイ弁当をばσ・∀・(          )σｹﾞｯﾂ!! (at @HANAGATAYA in 千代田区, 東京都) https://t.co/TKR7xBaBf1",,崎陽軒のシウマイ弁当をばσ・∀・ σけ゛っつ!!,"['崎陽軒', 'シウマイ弁当', 'ゲッツ', 'at', 'HANAGATAYA']",1,https://www.swarmapp.com/c/2CODMR64qlU,,2021-11-29 20:45:04,2021-11-29 20:45:04,東京都,墨田区,東京都,墨田区,2,19,13101.0,13.0
4,1465273212124684292,2021-11-29 19:55:31+09,139.804801941,35.748706551,0101000020E6100000460B00F0C0796140486CC39DD5DF4140,東京都,足立区,,,4b735d23f964a520c5aa2de3,東武 北千住駅 (TS09),交通施設,駅,鉄道駅,946669143918391296,SunriseEXP_285,,,JP,"I'm at 東武 北千住駅 - @toburailway_jp in 足立区, 東京都 https://t.co/jZTjLNkzR2",,,"['東武', '北千住駅', 'toburailway', 'jp']",0,https://www.swarmapp.com/c/5Tx0MfFI1oD,,2021-11-29 20:55:13,2021-11-29 20:55:13,東京都,千代田区,福岡県,福岡市 中央区,2,19,13121.0,13.0
3,1465273206336589832,2021-11-29 19:55:30+09,141.342452,43.081261,0101000020E6100000658EE55DF5AA61405AB8ACC2668A4540,北海道,札幌市 北区,,,4b546599f964a520cab927e3,自由人舎 時館 北大店,飲食,喫茶・軽食・デザート,カフェ,113901544,shallow5,,,JP,"ユーリンチー定食 (@ 自由人舎 時館 北大店 in 札幌市, 北海道) https://t.co/5qBzCszm5h https://t.co/QvIFrjgRSr",,ユーリンチー定食,"['ユーリン', 'チー', '定食', '自由人', '舎', '時館', '北大']",1,https://www.swarmapp.com/c/fYcKFKUeBH6,https://pbs.twimg.com/media/FFWyN2aXEAYxvcu.jpg,2021-11-29 20:45:04,2021-11-29 20:45:04,北海道,札幌市 中央区,北海道,札幌市 白石区,2,19,1102.0,1.0
3,1465273202146488324,2021-11-29 19:55:29+09,139.77464276,35.70758986,0101000020E610000010099DDFC978614032D7F54D92DA4140,東京都,台東区,,,4b19f87df964a520a4e623e3,御徒町駅,交通施設,駅,鉄道駅,572350830,kurihara_chiaki,,,JP,"I'm at 御徒町駅 - @jreast_official in 台東区, 東京都 https://t.co/l4yMUcxjXA",,,"['御徒町駅', 'jreast', 'official', '台']",0,https://www.swarmapp.com/c/39pdcoBMRnW,,2021-11-29 20:45:04,2021-11-29 20:45:04,埼玉県,さいたま市 南区,東京都,港区,2,19,13106.0,13.0
3,1465273182902968320,2021-11-29 19:55:24+09,135.80135669,34.65077223,0101000020E610000063FFC8B6A4F960405C7F22814C534140,奈良県,大和郡山市,,,,,,,,110708439,hoeenet,,,JP,"I'm at シャトードール イオンモール大和郡山店 in 大和郡山市, 奈良県 https://t.co/MGzBXEhTFN",,,"['シャトードール', 'イオンモール大和郡山']",0,https://www.swarmapp.com/c/eAIIo4Yb2L7,,2021-11-29 20:45:04,2021-11-29 20:45:04,奈良県,奈良市,奈良県,奈良市,2,19,29203.0,29.0
3,1465273178348044294,2021-11-29 19:55:23+09,139.713696,35.731993,0101000020E61000002769FE98D676614052F355F2B1DD4140,東京都,豊島区,,,,,,,,187332967,TamTamELT,,,JP,"にくー！！！ (@ 焼肉ライク - @like_yakiniku in 豊島区, 東京都) https://t.co/0GE62R8PQ6 https://t.co/OXeSkEYFoQ",,にくー!!!,"['焼肉', 'ライク', 'like', 'yakiniku']",1,https://www.swarmapp.com/c/hhwRFLhVRb4,https://pbs.twimg.com/media/FFWyMMGWQAUo_cj.jpg,2021-11-29 20:45:04,2021-11-29 20:45:04,東京都,台東区,東京都,千代田区,2,19,13116.0,13.0
4,1465273176217341961,2021-11-29 19:55:23+09,140.883682966,38.261068208,0101000020E610000013E07F21479C614052B1DBAE6A214340,宮城県,仙台市 青葉区,,,4c050ea539d476b09c4532a7,ザ・サードプラネット BiVi仙台店,レジャー,遊戯施設,ゲームセンター,1580455170,end_you_pony,,,JP,"食べたら動く❗️ (@ ザ・サードプラネット BiVi仙台店 - @3rdsendai in 仙台市, 宮城県) https://t.co/CqTnJieMKr",,食べたら動く❗️,"['食べ', '動く', 'ザ・サードプラネット', 'BiVi', '仙台', '3rd', 'sendai']",1,https://www.swarmapp.com/c/2ovRQUHXdiH,,2021-11-29 20:55:13,2021-11-29 20:55:13,岩手県,盛岡市,青森県,青森市,2,19,4101.0,4.0
3,1465273123201298434,2021-11-29 19:55:10+09,137.0580806,34.9709578,0101000020E610000007B1D8CBDB216140E7655E58487C4140,愛知県,安城市,,,,,,,,995180042949836801,AUTHENTIC_ANJO,,,JP,AUTHENTIC Life Storeに写真を投稿しましたhttps://t.co/g9U3kgkRhF,,AUTHENTIC Life Storeに,"['AUTHENTIC', 'Life', 'Store', '写真', '投稿', 'し']",1,https://www.instagram.com/p/CW227WtFM6_/?utm_medium=twitter,https://www.instagram.com/p/CW227WtFM6_/media/?size=l,2021-11-29 20:45:04,2021-11-29 20:45:04,愛知県,安城市,愛知県,安城市,1,19,23212.0,23.0
4,1465273094256398343,2021-11-29 19:55:03+09,139.767645,35.696719,0101000020E6100000033E3F8C907861403CC093162ED94140,東京都,千代田区,,,4d6a1ed2c16554812fa0f481,みんなのてもみ 淡路町駅前店,ショッピング,その他小売店,化粧品店,133178596,yukiyuki_com,,,JP,"I'm at みんなのてもみ 淡路町駅前店 in 千代田区, 東京都 https://t.co/B8g0t80wWj",,,"['みんな', 'もみ', '淡路町', '駅前']",0,https://www.swarmapp.com/c/0kQQ4xWxXTq,,2021-11-29 20:55:13,2021-11-29 20:55:13,東京都,千代田区,埼玉県,草加市,2,19,13101.0,13.0
4,1465273087767764992,2021-11-29 19:55:02+09,139.4439631,35.5291365,0101000020E61000002F641AF2346E6140594FADBEBAC34140,神奈川県,相模原市 南区,,,4cb931fcadcd5481c2551ba2,湘南マツダ 相模原店,ショッピング,その他小売店,自動車ディーラー,841280120157491200,hs3nu_cx,,,JP,"I'm at 湘南マツダ 相模原店 in 相模原市, 神奈川県 https://t.co/u0gaulbHE7",,,"['湘南', 'マツダ', '相模原']",0,https://www.swarmapp.com/c/a6qDU9W0aKD,,2021-11-29 20:55:13,2021-11-29 20:55:13,神奈川県,相模原市 南区,神奈川県,相模原市 南区,2,19,14153.0,14.0
4,1465273062807453703,2021-11-29 19:54:56+09,139.788408279,35.551379769,0101000020E61000006CC6FFA33A796140F9C3BD9C93C64140,東京都,大田区,,,4b5ed34ef964a520ff9929e3,第2ターミナル,交通施設,その他交通施設,空港ターミナル,91489284,F_15SE,,,JP,"I'm at 第2ターミナル - @haneda_official in 大田区, 東京都 https://t.co/AH9GB7h4qG",,,"['第2ターミナル', 'haneda', 'official']",0,https://www.swarmapp.com/c/9VWPp88Fu14,,2021-11-29 20:55:13,2021-11-29 20:55:13,東京都,千代田区,東京都,千代田区,2,19,13111.0,13.0
4,1465273057627578370,2021-11-29 19:54:55+09,135.505094,34.66268,0101000020E6100000FD6CE4BA29F060404DDBBFB2D2544140,大阪府,大阪市 浪速区,,,5794be85498ebdaabce3bcb8,鳴門鯛焼本舗 大阪日本橋店,飲食,ファーストフード,軽食店,263016055,cubnet1344,,,JP,"I'm at 鳴門鯛焼本舗 大阪日本橋店 in 大阪市, 大阪府 https://t.co/qzcjMW86E3",,,"['鳴門', '鯛焼', '本舗', '大阪', '日本橋']",0,https://www.swarmapp.com/c/9RAEhyhBMu2,,2021-11-29 20:55:13,2021-11-29 20:55:13,大阪府,大阪市 中央区,大阪府,大阪市 中央区,2,19,27111.0,27.0
3,1465273051885486086,2021-11-29 19:54:53+09,124.15762842,24.33921621,0101000020E61000007D348395160A5F401B39A0DFD6563840,沖縄県,石垣市,,,,,,,,43494058,clomi9999,,,JP,"うまし！ (@ 島料理の店 南の島 in 石垣市, 沖縄県) https://t.co/EKCrgCaCH2 https://t.co/o0QXRVecf4",,,"['うまし', '島', '料理', '南', '島']",0,https://www.swarmapp.com/c/fKTXS60jyss,https://pbs.twimg.com/media/FFWyE4BXIAUT-bf.jpg,2021-11-29 20:45:04,2021-11-29 20:45:04,東京都,足立区,東京都,台東区,2,19,47207.0,47.0
3,1465273052078477315,2021-11-29 19:54:53+09,135.784996,34.994829,0101000020E6100000B56FEEAF1EF96040630E828E567F4140,京都府,京都市 東山区,,,,,,,,141438001,saka___taku,,,JP,"清水寺⛩
秋の京都は素敵でした🍁
・
・
・
・
・
#京都 #kyoto #japan #japanese #japan_of_insta #camera #photography #photographer #photo #pentax @pentax.jp #autumn #instajapan #🍁 #⛩ #📸 
#singersongwriter #京都観光 #撮影 #撮影会 #清水寺 #kiyomizudera https://t.co/hBDkjL6BYs",,清水寺⛩ 秋の京都は素敵でした🍁 ・ ・ ・ ・ ・,"['清水寺', '秋', '京都', '素敵', '京都', 'kyoto', 'japan', 'japanese', 'japan', 'of', 'insta', 'camera', 'photography', 'photographer', 'photo', 'pentax', 'pentax', '.jp', 'autumn', 'instajapan', 'singersongwriter', '京都観光', '撮影', '撮影会', '清水寺', 'kiyomizudera']",1,https://www.instagram.com/p/CW225gEpta5/?utm_medium=twitter,https://www.instagram.com/p/CW225gEpta5/media/?size=l,2021-11-29 20:45:04,2021-11-29 20:45:04,,,,,1,19,26105.0,26.0
3,1465273035972399109,2021-11-29 19:54:49+09,135.75897966,34.98517829,0101000020E6100000EF40B68F49F86040BD237C521A7E4140,京都府,京都市 下京区,,,,,,,,155064040,drs_kanasawa,,,JP,"新快速は幸い3分遅れで済みました。
サンダーバード45号に乗車します。

#単身帰宅 #サンダーバード45号 場所: 京都駅 (Kyoto Sta.) https://t.co/xlZjWWjie4",,新快速は幸い3分遅れで済みました。 サンダーバード45号に乗車します。  場所: 京都駅,"['新快速', '3分', '遅れ', '済み', 'サンダーバード', '45', '号', '乗車', 'し', '単身', '帰宅', 'サンダーバード', '45', '号', '場所', '京都駅', 'Kyoto', 'Sta']",1,https://www.instagram.com/p/CW2248mpbY5/?utm_medium=twitter,https://www.instagram.com/p/CW2248mpbY5/media/?size=l,2021-11-29 20:45:04,2021-11-29 20:45:04,石川県,白山市,石川県,野々市市,1,19,26106.0,26.0
4,1465273022332424194,2021-11-29 19:54:46+09,-46.480118036,-23.427073023,0101000020E61000007D6BFF81743D47C0F2C95AA8546D37C0,,,,,5a56660008815812bb00a39a,Starbucks,飲食,喫茶・軽食・デザート,コーヒーショップ,255480436,kawauso100310,,,JP,"ようやく朝ごはん(  ´^ω^`)ψ (*´Д｀*) (at @StarbucksBrasil in Guarulhos, SP) https://t.co/UBOryeBG3V https://t.co/kn6T8GrgJM",,ようやく朝ごはん ψ,"['朝ごはん', 'ω', 'Д', 'at', 'Starbucks', 'Brasil', 'Guarulhos', 'SP']",1,https://www.swarmapp.com/c/dcaU0ZXH08j,https://fastly.4sqi.net/img/general/1200x630/412212273_FCsbB_RHomSQigo1Js95bW3awMwayNMeuRADNtwwKac.jpg,2021-11-29 20:55:13,2021-11-29 20:55:13,富山県,富山市,福井県,永平寺町,2,19,,
3,1465272995103088641,2021-11-29 19:54:40+09,139.76766383,35.67819768,0101000020E61000008285BCB3907861405AE97B2ECFD64140,東京都,千代田区,,,,,,,,59171042,djtazawa,,,JP,ニューヨークに写真を投稿しましたhttps://t.co/YyoKeMbzcF,,ニューヨークに,"['ニューヨーク', '写真', '投稿', 'し']",1,https://www.instagram.com/p/CW223s6lLtA/?utm_medium=twitter,https://www.instagram.com/p/CW223s6lLtA/media/?size=l,2021-11-29 20:45:04,2021-11-29 20:45:04,新潟県,新潟市 中央区,新潟県,新潟市 中央区,1,19,13101.0,13.0
3,1465272970528669696,2021-11-29 19:54:34+09,135.54741177,34.81782155,0101000020E61000000E33B06584F16040659B6560AE684140,大阪府,茨木市,,,,,,,,58137725,chijsha,,,JP,I'm at 北春日丘一丁目児童遊園 https://t.co/wAirKzfrWz,,,"['北春日丘', '一丁目', '児童遊園']",0,https://www.swarmapp.com/c/0D5Sb86SkIa,,2021-11-29 20:45:04,2021-11-29 20:45:04,大阪府,茨木市,大阪府,茨木市,2,19,27211.0,27.0
3,1465272961762729986,2021-11-29 19:54:32+09,138.21587205,36.64240824,0101000020E6100000DB5B806CE84661408FBDE66E3A524240,長野県,長野市,,,,,,,,2161944300,yagitty_25,,,JP,"I'm at MEGAドン・キホーテ 長野店 in 長野市, 長野県 https://t.co/ghMegEDvzn",,,"['MEGA', 'ドン・キホーテ', '長野']",0,https://www.swarmapp.com/c/8IZOK3ApENI,,2021-11-29 20:45:04,2021-11-29 20:45:04,長野県,長野市,長野県,長野市,2,19,20201.0,20.0
3,1465272927130198017,2021-11-29 19:54:23+09,140.95461591,38.3011386,0101000020E61000001F36AA368C9E61401848ABB58B264340,宮城県,仙台市 宮城野区,,,,,,,,36924470,kammyjt,,,JP,"I'm at 3-4番線ホーム in Sendai, 宮城県 https://t.co/qkPII2PJ0s",,,"['3', '-4', '番線', 'ホーム', 'Sendai']",0,https://www.swarmapp.com/c/dNTjrQPxFLd,,2021-11-29 20:45:04,2021-11-29 20:45:04,宮城県,仙台市 青葉区,宮城県,仙台市 青葉区,2,19,4102.0,4.0
3,1465272919337099268,2021-11-29 19:54:22+09,138.867123,35.117984,0101000020E610000080D3BB78BF5B6140C3B986191A8F4140,静岡県,沼津市,,,,,,,,276521568,krjjq806,,,JP,"20分待ち (@ さわやか - @go_sawayaka in 沼津市, 静岡県) https://t.co/XtdWqAXTuZ",,20分待ち,"['20分', '待ち', 'さわやか', 'go', 'sawayaka']",1,https://www.swarmapp.com/c/3qajpedgm8X,,2021-11-29 20:45:04,2021-11-29 20:45:04,東京都,大田区,東京都,大田区,2,19,22203.0,22.0
3,1465272906649419777,2021-11-29 19:54:19+09,127.64072001,26.17598692,0101000020E6100000F035808E01E95F407CEC917A0D2D3A40,沖縄県,那覇市,,,,,,,,2989147632,YamaTetsu510,,,JP,"I'm at 瀬長島ウミカジテラス in 豊見城市, 沖縄県 https://t.co/5KVX3Slskt",,,"['瀬長島', 'ウミカジテラス', '豊見城市']",0,https://www.swarmapp.com/c/dIHFhGfbdF6,,2021-11-29 20:45:04,2021-11-29 20:45:04,三重県,四日市市,三重県,四日市市,2,19,47201.0,47.0
3,1465272904359333892,2021-11-29 19:54:18+09,135.75494844,34.98238527,0101000020E6100000EB7EA18928F860406F5CEFCCBE7D4140,京都府,京都市 南区,,,,,,,,232873084,zukky3000,,,JP,"I'm at いきなり!ステーキ - @officialikinari in 京都市, 京都府 https://t.co/SCpdh8Owv9",,,"['いきなり!ステーキ', 'officialikinari']",0,https://www.swarmapp.com/c/9L8PBXXfS6l,,2021-11-29 20:45:04,2021-11-29 20:45:04,滋賀県,草津市,京都府,京都市 下京区,2,19,26107.0,26.0
3,1465272888869756928,2021-11-29 19:54:14+09,135.49590654,34.70236185,0101000020E610000085656477DEEF6040A2DA3BFEE6594140,大阪府,大阪市 北区,,,,,,,,20252350,jey_angelheart,,,JP,"I'm at 大阪駅 in 大阪市, 大阪府 https://t.co/XI89YLnCUU",,,['大阪駅'],0,https://www.swarmapp.com/c/guurSRkvaVl,,2021-11-29 20:45:04,2021-11-29 20:45:04,大阪府,堺市 東区,大阪府,大阪市 浪速区,2,19,27127.0,27.0
3,1465272874307096576,2021-11-29 19:54:11+09,139.69678,35.65809,0101000020E6100000381092054C7661408EE9094B3CD44140,東京都,渋谷区,,,,,,,,134873405,cyo_bin,,,JP,"1129イイニク (@ 十勝帯広食堂 in 渋谷区, 東京都) https://t.co/YOVgdHdllx https://t.co/fyCIA0SolS",,1129イイニク,"['1129', 'イイニク', '十勝', '帯広', '食堂']",1,https://www.swarmapp.com/c/6Ivd4R5NPPi,https://pbs.twimg.com/media/FFWx6jlXwAAd3aW.jpg,2021-11-29 20:45:04,2021-11-29 20:45:04,東京都,杉並区,東京都,杉並区,2,19,13113.0,13.0
3,1465272869374545925,2021-11-29 19:54:10+09,139.76406478,35.67718971,0101000020E61000000444FB3773786140A1D10427AED64140,東京都,千代田区,,,,,,,,75982192,mkttks,,,JP,東京国際フォーラム ホールAに写真を投稿しましたhttps://t.co/ZWbDrXsnbi,,東京国際フォーラム ホールAに,"['東京国際フォーラム', 'ホール', 'A', '写真', '投稿', 'し']",1,https://www.instagram.com/p/CW220FWPt9K/?utm_medium=twitter,https://www.instagram.com/p/CW220FWPt9K/media/?size=l,2021-11-29 20:45:04,2021-11-29 20:45:04,,,,,1,19,13101.0,13.0
3,1465272866715353090,2021-11-29 19:54:09+09,136.28534413,36.08970401,0101000020E6100000944E038A2109614091A2C66B7B0B4240,福井県,永平寺町,,,,,,,,159541563,yuzutaso_san,,,JP,"I'm at 熟成かつ 天膳 本店 - @amazenhonten in 永平寺町, 福井県 https://t.co/WAy0kw7jOF",,,"['熟成', '天', '膳', '本', 'amazenhonten']",0,https://www.swarmapp.com/c/fTBIvEk6K0j,,2021-11-29 20:45:04,2021-11-29 20:45:04,富山県,富山市,富山県,富山市,2,19,18322.0,18.0
3,1465272858490384385,2021-11-29 19:54:07+09,135.75501506,34.98246984,0101000020E610000000D6571529F860409D0D5C92C17D4140,京都府,京都市 南区,,,,,,,,232873084,zukky3000,,,JP,"I'm at イオンモールKYOTO フードコート - @aeon_japan in 京都市, 京都府 https://t.co/Xjt9oN3KLi",,,"['イオンモールKYOTO', 'フードコート', 'aeon', 'japan']",0,https://www.swarmapp.com/c/2YzFP36Fpt3,,2021-11-29 20:45:04,2021-11-29 20:45:04,滋賀県,草津市,京都府,京都市 下京区,2,19,26107.0,26.0
4,1465272860113612803,2021-11-29 19:54:07+09,139.712362289,35.731690501,0101000020E610000014C5FFABCB766140604BCA08A8DD4140,東京都,豊島区,,,4b653baff964a520ebe92ae3,TOWER RECORDS,ショッピング,その他小売店,CDショップ,866879984941400064,yawao8160,,,JP,"I'm at TOWER RECORDS - @tower_ikebukuro in 豊島区, 東京都 https://t.co/oglWIHNQXR",,,"['TOWER RECORDS', 'tower', 'ikebukuro']",0,https://www.swarmapp.com/c/0xE7qrCK03E,,2021-11-29 20:55:13,2021-11-29 20:55:13,東京都,千代田区,東京都,千代田区,2,19,13116.0,13.0
3,1465272851330703360,2021-11-29 19:54:05+09,136.906712,35.16133,0101000020E6100000815CE2C8031D61408DEE2076A6944140,愛知県,名古屋市 中区,,,,,,,,930792206,amaharu500,,,JP,"I'm at @RADHALL0804 in Nagoya-shi, 愛知県 https://t.co/9w3YevGDMo",,,"['RADHALL', '0804', 'Nagoya', 'shi']",0,https://www.swarmapp.com/c/e7fl7tLjbSU,,2021-11-29 20:45:04,2021-11-29 20:45:04,,,愛知県,名古屋市 中区,2,19,23106.0,23.0
4,1465272851766956032,2021-11-29 19:54:05+09,139.399139285,35.432211431,0101000020E6100000F6F3BFBFC56C61401A8D44B452B74140,神奈川県,海老名市,,,4b8a2187f964a5203d6132e3,EXPASA海老名 上り,交通施設,その他交通施設,サービスエリア,98849774,Kanon_G,,,JP,"渋滞解消されててすんなりここまで来た。 (@ EXPASA海老名 上り in 海老名市, 神奈川県) https://t.co/gJBIt7Oyea",,渋滞解消されててすんなりここまで来た。,"['渋滞', '解消', 'さ', 'れ', 'て', 'ここ', '来', 'EXPASA', '海老名', '上り']",1,https://www.swarmapp.com/c/lnUz78ipdE8,,2021-11-29 20:55:13,2021-11-29 20:55:13,千葉県,千葉市 美浜区,静岡県,沼津市,2,19,14215.0,14.0
3,1465272844389081089,2021-11-29 19:54:04+09,141.46471827,43.05429648,0101000020E61000001E70D9F8DEAE6140A7F1E22FF3864540,北海道,札幌市 厚別区,,,,,,,,2855715002,narumisu3818,,,JP,"I'm at 回転寿司くっちゃうぞ in Sapporo, Hokkaidō w/ @syouta0445 https://t.co/WEpJqsJCX3",,,"['回転寿司', 'くっ', 'ちゃう', 'Sapporo', 'Hokkaidō', 'w/', 'syouta', '0445']",0,https://www.swarmapp.com/c/b332RwXuJLw,,2021-11-29 20:45:04,2021-11-29 20:45:04,北海道,江別市,北海道,札幌市 白石区,2,19,1108.0,1.0
3,1465272842111627268,2021-11-29 19:54:03+09,139.63512135,35.44208549,0101000020E6100000B96702EA5274614006CBE04196B84140,神奈川県,横浜市 中区,,,,,,,,185177049,amazon_club,,,JP,アマゾンクラブ amazon clubに写真を投稿しましたhttps://t.co/0bIVkAWKRw,,アマゾンクラブ amazon clubに,"['アマゾン', 'クラブ', 'amazon', 'club', '写真', '投稿', 'し']",1,https://www.instagram.com/p/CW22zUJPgnu/?utm_medium=twitter,https://www.instagram.com/p/CW22zUJPgnu/media/?size=l,2021-11-29 20:45:04,2021-11-29 20:45:04,,,神奈川県,横浜市 中区,1,19,14104.0,14.0
4,1465272842556420099,2021-11-29 19:54:03+09,139.442901,35.619873,0101000020E6100000B4CBB73E2C6E614032569BFF57CF4140,東京都,多摩市,,,4ba0b415f964a520757837e3,瓜生緑地,レジャー,アウトドア施設,公園,1215982981824696320,kasimaEF64_1024,,,JP,"I'm at 瓜生緑地 in 多摩市, 東京都 https://t.co/5sUpvEFlQX",,,"['瓜生', '緑地']",0,https://www.swarmapp.com/c/dy6YwMy0Vj9,,2021-11-29 20:55:13,2021-11-29 20:55:13,東京都,立川市,東京都,立川市,2,19,13224.0,13.0
3,1465272805973532673,2021-11-29 19:53:55+09,140.39073576,37.38945084,0101000020E61000007DD247E8808C614091996E86D9B14240,福島県,郡山市,,,,,,,,4538357892,aki_r34love,,,JP,"I'm at namco イオンタウン郡山店 - @namco_koriyama in 郡山市, 福島県 https://t.co/ZapTh68YRA",,,"['namco', 'イオンタウン郡山', 'namco', 'koriyama']",0,https://www.swarmapp.com/c/kwItDIczwUz,,2021-11-29 20:45:04,2021-11-29 20:45:04,福島県,郡山市,福島県,郡山市,2,19,7203.0,7.0
3,1465272798407020545,2021-11-29 19:53:53+09,135.71918001,34.86276035,0101000020E610000062DCCB8503F760408CC45FEE6E6E4140,京都府,八幡市,,,,,,,,3196125259,1944jfw_mv,,,JP,"I'm at 餃子の王将 八幡店 - @ohsho_campaign in 八幡市, 京都府 https://t.co/6424iNW5YI",,,"['餃子の王将', '八幡', 'ohsho', 'campaign']",0,https://www.swarmapp.com/c/6dUbJ0voKcQ,,2021-11-29 20:45:04,2021-11-29 20:45:04,香川県,高松市,香川県,高松市,2,19,26210.0,26.0
3,1465272799149187072,2021-11-29 19:53:53+09,130.46977,33.349895,0101000020E61000008B54185B084F60405704FF5BC9AC4040,佐賀県,鳥栖市,,,,,,,,470240538,tn12nozolove,,,JP,"I'm at 佐賀競馬場 - @sagakeiba in 鳥栖市, 佐賀県 https://t.co/brVkAXoIux",,,"['佐賀', '競馬場', 'sagakeiba']",0,https://www.swarmapp.com/c/cNVUWnTktSn,,2021-11-29 20:45:04,2021-11-29 20:45:04,福岡県,久留米市,福岡県,久留米市,2,19,41203.0,41.0
3,1465272751711793152,2021-11-29 19:53:42+09,139.78465654,35.70660783,0101000020E61000008F3C08E81B7961404979182072DA4140,東京都,台東区,,,,,,,,88358624,DJ_KIMO,,,JP,"今日はほうれん草を使ったなんかの料理（未決定） (@ 肉のハナマサ in 台東区, 東京都) https://t.co/ypncXjE3vj",,今日はほうれん草を使ったなんかの料理,"['今日', 'ほうれん草', '使っ', '料理', '未決定', '肉のハナマサ', '台']",1,https://www.swarmapp.com/c/4ApVRCYu7cr,,2021-11-29 20:45:04,2021-11-29 20:45:04,東京都,新宿区,東京都,台東区,2,19,13106.0,13.0
4,1465272746426912770,2021-11-29 19:53:40+09,139.741351604,35.673613506,0101000020E61000008CC0FF26B9776140FB34A5F738D64140,東京都,千代田区,,,4b68d4dbf964a5201b8f2be3,南北線 溜池山王駅 (N06),交通施設,駅,地下鉄駅,200397031,lsminori,,,JP,"I'm at 南北線 溜池山王駅 in 千代田区, 東京都 https://t.co/R8s9wlGzbS",,,"['南北線', '溜池山王駅']",0,https://www.swarmapp.com/c/4l0o4AYXqzM,,2021-11-29 20:55:13,2021-11-29 20:55:13,愛知県,名古屋市 中村区,愛知県,名古屋市 中村区,2,19,13101.0,13.0
4,1465272739548254208,2021-11-29 19:53:39+09,139.467089,35.397142,0101000020E6100000486AA164F26E61401CEF8E8CD5B24140,神奈川県,藤沢市,,,4b6e3c0af964a5205eb32ce3,ミスタードーナツ 湘南台駅前ショップ,飲食,喫茶・軽食・デザート,ドーナツ店,975227908292669440,kugayuuma718,,,JP,"I'm at ミスタードーナツ - @misterdonut_jp in 藤沢市, 神奈川県 https://t.co/clBZ74ZPTl",,,"['ミスタードーナツ', 'misterdonut', 'jp']",0,https://www.swarmapp.com/c/95RtbFIPVeM,,2021-11-29 20:55:13,2021-11-29 20:55:13,,,神奈川県,横浜市 中区,2,19,14205.0,14.0
